id	name	name	name	cell_cicle	treatments	genetic_modifications	name	name	assembly_id	name	red_errors	orange_errors	yellow_errors	replicates	replication_type
/experiments/ENCSR897MYK/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR933MHJ/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR639GWS/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR892DRK/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR550SCU/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR469WAO/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000DNA/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR638QYO/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR636YLV/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR623KNM/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR321BJQ/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000DPD/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR473SUA/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	5	2	isogenic
/experiments/ENCSR541AOQ/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	5	2	isogenic
/experiments/ENCSR798EGJ/	ChIP-seq	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	5	2	isogenic
/experiments/ENCSR000ELW/	DNase-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	3	isogenic
/experiments/ENCSR000CQC/	polyA depleted RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CTM/	polyA RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CON/	polyA RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CTL/	polyA RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CSO/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CSK/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CRW/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CSN/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CSL/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CSA/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000CSM/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CSB/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CTE/	small RNA-seq	cell line	A549	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR481JIW/	WGBS	cell line	A549	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR611JJS/	ChIP-seq	cell line	A673	-	-	-	release ready	ENCODE3	GRCh38	Homo sapiens	0	0	8	2	isogenic
/experiments/ENCSR778VGY/	ChIP-seq	cell line	ACC112	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	3	isogenic
/experiments/ENCSR059MVB/	ChIP-seq	cell line	ACC112	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	6	3	isogenic
/experiments/ENCSR000DPI/	ChIP-seq	cell line	AG04449	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000ELX/	DNase-seq	cell line	AG04449	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CJW/	CAGE	cell line	AG04450	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DPO/	ChIP-seq	cell line	AG04450	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000DPM/	ChIP-seq	cell line	AG04450	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000ELY/	DNase-seq	cell line	AG04450	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CPX/	polyA depleted RNA-seq	cell line	AG04450	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000COO/	polyA RNA-seq	cell line	AG04450	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000ELZ/	DNase-seq	cell line	AG09309	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DPU/	ChIP-seq	cell line	AG09319	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000DPS/	ChIP-seq	cell line	AG09319	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	5	2	isogenic
/experiments/ENCSR000EMA/	DNase-seq	cell line	AG09319	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DPX/	ChIP-seq	cell line	AG10803	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000DPV/	ChIP-seq	cell line	AG10803	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000EMB/	DNase-seq	cell line	AG10803	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DQB/	ChIP-seq	cell line	BE2C	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000DQD/	ChIP-seq	cell line	BE2C	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000EMD/	DNase-seq	cell line	BE2C	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CJX/	CAGE	cell line	BJ	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DQH/	ChIP-seq	cell line	BJ	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000EME/	DNase-seq	cell line	BJ	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CQD/	polyA depleted RNA-seq	cell line	BJ	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000COP/	polyA RNA-seq	cell line	BJ	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR279KIX/	ChIP-seq	cell line	C4-2B	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR027UFT/	ChIP-seq	cell line	C4-2B	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR460LGH/	ChIP-seq	cell line	C4-2B	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DQM/	ChIP-seq	cell line	Caco-2	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000EMI/	DNase-seq	cell line	Caco-2	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR584JXD/	total RNA-seq	cell line	Caki2	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR346IHH/	DNase-seq	cell line	Daoy	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	4	isogenic
/experiments/ENCSR700NMZ/	RAMPAGE	cell line	Daoy	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR254JJM/	total RNA-seq	cell line	Daoy	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000AQW/	ChIP-seq	cell line	DND-41	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR564VIX/	ChIP-seq	cell line	DND-41	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000AQV/	ChIP-seq	cell line	DND-41	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000ARA/	ChIP-seq	cell line	DND-41	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	5	2	isogenic
/experiments/ENCSR000ARY/	ChIP-seq	cell line	DND-41	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	5	2	isogenic
/experiments/ENCSR859FGW/	ChIP-seq	cell line	DOHH2	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR992YSL/	ChIP-seq	cell line	DOHH2	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR052WRV/	ChIP-seq	cell line	DOHH2	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR691MQJ/	DNase-seq	cell line	EL	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	3	isogenic
/experiments/ENCSR240TPI/	DNase-seq	cell line	ELR	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR653DFZ/	total RNA-seq	cell line	G401	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR000EMO/	DNase-seq	cell line	GM04503	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000EMP/	DNase-seq	cell line	GM04504	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000DQV/	ChIP-seq	cell line	GM06990	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000FCL/	ChIP-seq	cell line	GM08714	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000DQZ/	ChIP-seq	cell line	GM12864	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000DRC/	ChIP-seq	cell line	GM12865	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000EMS/	DNase-seq	cell line	GM12865	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CJZ/	CAGE	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CKA/	CAGE	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR000CJY/	CAGE	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR330EXS/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR330OEO/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	0	2	isogenic
/experiments/ENCSR711XNY/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR874AFU/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR514VAY/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR657PEW/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR706YUH/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR636MKU/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR391IWM/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR509FWH/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR732PJX/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR514VYD/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR408JQO/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR549NPZ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	1	2	isogenic
/experiments/ENCSR542FLV/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BHA/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR145XQO/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR841NDX/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR016UEH/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BGY/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BRI/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR552XSN/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR680UQE/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BGT/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BQZ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR861JUQ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR822AHX/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR637QAM/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BQL/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BHC/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR014YCR/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR441VHN/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR681NOM/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR859FDL/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR173ZVL/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR751CJG/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR072PWP/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BGU/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR839XZU/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR251OVJ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR764CZW/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR785OKZ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR192AFN/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BJZ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR000BQK/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR469WII/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	2	2	isogenic
/experiments/ENCSR501DKS/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000BGE/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR075FNZ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR482TWQ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR009MBP/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR778UBR/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR746XEG/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR590KEQ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR987MTA/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR332EYT/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR784VIQ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000BNP/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000BGZ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000BRH/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR725VFL/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR828NCB/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR205SKQ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000BIF/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	3	2	isogenic
/experiments/ENCSR000DZW/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR331HPA/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR372GIN/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR597VGC/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR342THD/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR000DRY/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR849WCQ/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	4	isogenic
/experiments/ENCSR000BGD/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE2	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR387QUV/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
/experiments/ENCSR819ATC/	ChIP-seq	cell line	GM12878	-	-	-	pipeline completed	ENCODE3	GRCh38	Homo sapiens	0	0	4	2	isogenic
